,Title,genres
3719,Family of Liars,Suspense
3720,"Swallow Your Pride (The Carlson Brothers, #1)",Sports
3721,"Falling Bodies (The Far Reaches, #3)",Science Fiction
3722,The Perks of Being a Wallflower,"Contemporary,LGBT,Young Adult"
3723,ゆびさきと恋々 4 [Yubisaki to Renren 4],Manga
3724,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Fantasy
3725,"The Butcher and the Wren (The Butcher and the Wren, #1)",Horror
3726,The It Girl,"Contemporary,Thriller"
3727,The 5 Love Languages: The Secret to Love that Lasts,"Christian,Self Help"
3728,"Chain of Iron (The Last Hours, #2)",Young Adult
3729,Hamlet,Classics
3730,Educated,"Memoir,Religion,Nonfiction,Biography"
3731,"The Lady from Burma (Sparks &amp; Bainbridge, #5)","Fiction,Mystery,Historical Fiction"
3732,The Lord of the Rings,Fantasy
3733,The Way of Zen,Spirituality
3734,Backyard Starship (Backyard Starship #1),Science Fiction
3735,"Done and Dusted (Rebel Blue Ranch, #1)",Sports
3736,Go Ahead in the Rain: Notes to A Tribe Called Quest (American Music Series),Poetry
3737,The Girl Who Fell From the Sky,"Nonfiction,Biography"
3738,Worthy Opponents,Chick Lit
3739,What It Takes: Lessons in the Pursuit of Excellence,Business
3740,The Snow Leopard,Travel
3741,Ice: From Mixed Drinks to Skating Rinks—A Cool History of a Hot Commodity,Science
3742,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,Spirituality
3743,The Perfect Son,Thriller
3744,A Blue Ribbon Romance,"Fantasy,Romance"
3745,"Alex (Cold Fury Hockey, #1)",Sports
3746,The Prisoner,Crime
3747,Der große Sommer,Young Adult
3748,Billy Summers,Horror
3749,"Fables, Vol. 1: Legends in Exile (Fables, #1)","Graphic Novels,Comics"
3750,My Murder,"Mystery,Suspense,Fiction,Crime,Thriller"
3751,Alice's Adventures in Wonderland / Through the Looking-Glass,Childrens
3752,The Data Detective: Ten Easy Rules to Make Sense of Statistics,Business
3753,Something Unexpected,Humor
3754,"Light Has Weight, but Darkness Does Not (Nameless: Season Two #4)",Science Fiction
3755,"Falling for Your Best Friend (Love Clichés, #4)",Sports
3756,"Wild Game: My Mother, Her Lover, and Me",Memoir
3757,North to Paradise,"Nonfiction,Travel"
3758,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Humor
3759,Frida: A Biography of Frida Kahlo,Art
3760,"嫌いでいさせて (5) (嫌いでいさせて, #5)",Manga
3761,Do Epic Shit,"Business,Philosophy"
3762,The Last Green Valley,History
3763,僕のヒーローアカデミア 2 [Boku No Hero Academia 2],Manga
3764,Everyone Here Is Lying,"Fiction,Suspense,Thriller,Mystery"
3765,"呪術廻戦 12 (Jujutsu Kaisen, #12)",Manga
3766,Closer Baby Closer,Poetry
3767,Elternabend: Kein Thriller,Humor
3768,How to Think Like a Roman Emperor: The Stoic Philosophy of Marcus Aurelius,Spirituality
3769,Packing for Mars: The Curious Science of Life in the Void,Science
3770,"Saga, Volume 4","Graphic Novels,Comics"
3771,Shy,Poetry
3772,"The Last Graduate (The Scholomance, #2)","Fantasy,Horror"
3773,My Thoughts Exactly,Music
3774,That Bonesetter Woman,History
3775,"I&#39;m No Philosopher, But I Got Thoughts: Mini-Meditations for Saints, Sinners, and the Rest of Us","Music,Spirituality,Philosophy,Self Help,Religion"
3776,The One I Want,Contemporary
3777,"Muses &amp; Melodies (Hush Note, #3)",Music
3778,Intrigue in Istanbul (A Jane Wunderly Mystery #4),Travel
3779,The Count of Monte Cristo,Classics
3780,The Keeper of Happy Endings,Romance
3781,Modern Man in Search of a Soul,Psychology
3782,The Love Report,"Childrens,Graphic Novels"
3783,Fangirl,"Contemporary,Romance,Young Adult"
3784,"Skarb (Rodzina Monet, #1)",Young Adult
3785,"Crier&#39;s War (Crier&#39;s War, #1)",Science Fiction
3786,The Princess of Potential,"Fantasy,Young Adult"
3787,Wifedom: Mrs. Orwell&#39;s Invisible Life,"History,Memoir,Nonfiction,Biography"
3788,ヴィンランド・サガ 27 [Vinland Saga 27],Manga
3789,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",Science
3790,"You&#39;ll Be Mine (Hearts Bend Collection, #2)",Christian
3791,Malibu Burning (Sharpe &amp; Walker #1),"Suspense,Crime,Mystery"
3792,"Hell&#39;s Paradise: Jigokuraku, Vol. 1",Manga
3793,It Happened One Fight,"LGBT,Historical Fiction,Chick Lit"
3794,Be Here Now,Spirituality
3795,Inked Forever (Psychic Visions #23),"Paranormal,Suspense"
3796,"NARUTO-ナルト- サスケ烈伝 うちはの末裔と天球の星屑 下 [Naruto: Sasuke Retsuden - Uchiha no Matsuei to Tenkyuu no Hoshikuzu 2] (Naruto: Sasuke’s Story—The Uchiha and the Heavenly Stardust: The Manga, #2)",Manga
3797,Measure What Matters,Business
3798,"Kenna&#39;s Dragon (Monster Relations Bureau, #2)","Fantasy,Paranormal"
3799,ウィッチウォッチ 11 [Witch Watch 11],Manga
3800,"Something is Killing the Children, Vol. 4",Comics
3801,Overruled (The Defiant Kings #4),"Sports,Contemporary,Romance"
3802,The Guernsey Literary and Potato Peel Pie Society,Historical Fiction
3803,"Doctor Sleep (The Shining, #2)",Horror
3804,"Three Ordinary Girls: The Remarkable Story of Three Dutch Teenagers Who Became Spies, Saboteurs, Nazi Assassins–and WWII Heroes",History
3805,"The Bawk-ness Monster (Cryptid Kids, 1)","Graphic Novels,Childrens,Comics"
3806,Twenty Love Poems and a Song of Despair,Poetry
3807,Hello Stranger,Romance
3808,The Revels,Historical Fiction
3809,"Kingdom of Blood and Salt (Blood and Salt, #1)","Fantasy,Paranormal"
3810,The Dawn of Everything: A New History of Humanity,"Philosophy,Science"
3811,Ringmaster: Vince McMahon and the Unmaking of America,Business
3812,青のフラッグ 8 [Ao no Flag 8],Comics
3813,Houdini and Me,Childrens
3814,Atomic Habits: An Easy &amp; Proven Way to Build Good Habits &amp; Break Bad Ones,"Business,Nonfiction,Self Help"
3815,Long Walk to Freedom,Biography
3816,"Hello, Molly!: A Memoir",Memoir
3817,Hamnet,Historical Fiction
3818,"The Temporary Roomie (It Happened in Nashville, #2)",Humor
3819,Have I Told You This Already?: Stories I Don’t Want to Forget to Remember,Memoir
3820,The Big Short: Inside the Doomsday Machine,Business
3821,The Paper Palace,"Contemporary,Romance"
3822,You Could Make This Place Beautiful: A Memoir,"Poetry,Memoir"
3823,SAKAMOTO DAYS 3,"Manga,Graphic Novels"
3824,Nothing Fancy: Unfussy Food for Having People Over,Cookbooks
3825,The Parrot and the Igloo: Climate and the Science of Denial,"History,Nonfiction,Science"
3826,"Lover Eternal (Black Dagger Brotherhood, #2)",Paranormal
3827,"Naked Truth: A Fight Against Racism, Religious Discrimination, and Retaliation in My Federal Government Career",Memoir
3828,Half-Life of a Stolen Sister,Historical Fiction
3829,The Devil Within Us All,Horror
3830,"Eat for Life: The Breakthrough Nutrient-Rich Program for Longevity, Disease Reversal, and Sustained Weight Loss",Cookbooks
3831,"Anne of Avonlea (Anne of Green Gables, #2)",Classics
3832,"My Life in Full: Work, Family, and Our Future",Business
3833,Zawsze chodziło o ciebie,Young Adult
3834,"Always Only You (Bergman Brothers, #2)",Sports
3835,Strong Female Character,"Psychology,Memoir"
3836,"Gödel, Escher, Bach: An Eternal Golden Braid",Science
3837,Fingersmith,LGBT
3838,Bellegarde,"Contemporary,Historical Fiction,Young Adult"
3839,"To Kill a Kingdom (Hundred Kingdoms, #1)","Fantasy,Young Adult"
3840,"House of Earth and Blood (Crescent City, #1)",Paranormal
3841,Bloom,Graphic Novels
3842,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Mystery
3843,The Glow,Humor
3844,Young Hellboy: Assault on Castle Death,"Graphic Novels,Horror,Comics"
3845,Unspeakable: Surviving My Childhood and Finding My Voice,"Music,Religion,Biography"
3846,Rome and Persia: The Seven Hundred Year Rivalry,Nonfiction
3847,"A Time to Kill (Jake Brigance, #1)",Suspense
3848,The Practice of the Presence of God,Christian
3849,I&#39;ll Stop the World,Science Fiction
3850,Lock Every Door,Thriller
3851,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Business
3852,Love Letters for Joy,Young Adult
3853,ブラッククローバー 35 [Black Clover 35],Manga
3854,Before She Finds Me,Suspense
3855,"The Last Resort: A Chronicle of Paradise, Profit, and Peril at the Beach",Business
3856,Plenty,Cookbooks
3857,"Fairy Tail, Vol. 01",Manga
3858,Hands of Time: A Watchmaker&#39;s History,"Nonfiction,History,Memoir,Science,Art"
3859,The Late Americans,LGBT
3860,"Pippi Longstocking (Pippi Långstrump, #1)",Childrens
3861,All The Lies,"Mystery,Contemporary,Fiction,Crime,Thriller"
3862,Divergent Mind: Thriving in a World That Wasn&#39;t Designed for You,Science
3863,Beowulf,Poetry
3864,The Carnivore Code: Unlocking the Secrets to Optimal Health by Returning to Our Ancestral Diet,Cookbooks
3865,"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness","Psychology,Nonfiction,Spirituality,Self Help"
3866,Being God&#39;s Image: Why Creation Still Matters,"Nonfiction,Christian"
3867,Mage and the Endless Unknown,"Graphic Novels,Horror,Comics"
3868,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,Travel
3869,The Jetsetters,Travel
3870,Niente di vero,"Nonfiction,Biography"
3871,Leonardo da Vinci,"Art,Biography"
3872,The Memory Keeper of Kyiv,History
3873,The Bone Hacker (Temperance Brennan #22),"Suspense,Crime"
3874,A Promised Land,"Memoir,Biography"
3875,Wake Up With Purpose!: What I’ve Learned in My First Hundred Years,"Religion,Spirituality,Christian,Biography"
3876,"Star Wars: Han Solo &amp; Chewbacca, Vol. 2: The Crystal Run, Part Two","Graphic Novels,Science Fiction,Comics"
3877,Viscount of Villainy (Sins and Scoundrels #6),Historical Fiction
3878,Eleanor & Park,"Contemporary,Romance,Young Adult"
3879,Where Starlight Burns (Nova Moss Chronicles Book 1),Science Fiction
3880,Other Birds,Paranormal
3881,"In Her Sights (Pink Pistol Sisterhood, #1)",Christian
3882,Women Who Run With the Wolves,Spirituality
3883,"【推しの子】(&quot;Oshi no Ko&quot;) 1 (Oshi no Ko, #1)",Comics
3884,Do Tell,"Fiction,Mystery,LGBT,Historical Fiction"
3885,The Half Known Life: In Search of Paradise,"Religion,Philosophy,Spirituality"
3886,Broadway Butterfly,"Fiction,Crime,Thriller"
3887,Tress of the Emerald Sea,"Fantasy,Romance,Fiction"
3888,"Sår (Stark, #2)",Crime
3889,Rock Bottom Girl,Sports
3890,A Brief History of Time,"Nonfiction,Science"
3891,De uma a outra ilha,Poetry
3892,Recipes from the World of Tolkien: Inspired By the Legends,Cookbooks
3893,Ascendance of a Bookworm: Part 5 Volume 5,Fantasy
3894,Mad Honey,"Crime,Contemporary,Romance"
3895,Girls to the Front: The True Story of the Riot Grrrl Revolution,Music
3896,"Magic Bites (Kate Daniels, #1)",Paranormal
3897,Living Untethered: Beyond the Human Predicament,"Spirituality,Psychology,Philosophy,Nonfiction,Self Help"
3898,"Uglies (Uglies, #1)",Young Adult
3899,The Art of Rivers (Coastal Hearts #3),Christian
3900,Keep Her Secret,"Crime,Mystery"
3901,"Pa, Me, and Our Sidewalk Pantry",Childrens
3902,The White Darkness,"History,Travel"
3903,"Claimed by Fate (The Alpha Territories, #3)","Fantasy,Paranormal"
3904,All Along You Were Blooming: Thoughts for Boundless Living,"Poetry,Spirituality"
3905,Of Mice and Men,"Fiction,Classics"
3906,A Righteous Man,"Religion,Spirituality"
3907,"Fruits Basket, Vol. 14",Manga
3908,Infested,"Fantasy,Paranormal,Horror,Thriller,Young Adult"
3909,"It Had to Be You (Chicago Stars, #1)",Sports
3910,The Chaperone,"Science Fiction,Young Adult"
3911,"Resonance Surge (Psy-Changeling Trinity, #7; Psy-Changeling, #22)","Fantasy,Paranormal,Science Fiction,Suspense,Romance"
3912,Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1),"Psychology,Business,Self Help"
3913,Modern Romance,Humor
3914,"Hunted (Dark in You, #9)",Paranormal
3915,Travels with Charley: In Search of America,Travel
3916,"Fortune Teller (Miss Fortune Mysteries, #25)","Humor,Chick Lit"
3917,The Arcane Academy (The Undying Magician #1),"Science Fiction,Young Adult"
3918,"Part of Your World (Part of Your World, #1)",Romance
3919,Six Seasons: A New Way with Vegetables,Cookbooks
3920,Mermaid Day,Childrens
3921,Beware the Woman,"Crime,Horror"
3922,"What Happens in the Ballroom (Designing Debutantes, #2)",Historical Fiction
3923,I Will Find You,"Crime,Thriller"
3924,How to Stop Worrying and Start Living (Dale Carnegie Books),Self Help
3925,A Castaway in Cornwall,Christian
3926,"Eat, Pray, Love","Spirituality,Travel,Biography,Nonfiction,Memoir"
3927,If I Was Your Girl,LGBT
3928,What Alice Forgot,Chick Lit
3929,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Music
3930,Think Again: The Power of Knowing What You Don&#39;t Know,"Psychology,Business,Philosophy,Nonfiction,Self Help"
3931,Big Summer,Chick Lit
3932,Next Year in Havana,Travel
3933,The Secret Lives of Color,Art
3934,The Perfect Child,"Fiction,Suspense,Horror,Psychology"
3935,All the Sinners Bleed,"Fiction,Crime,Suspense,Thriller"
3936,Kantika,Religion
3937,The Abolition of Man,Christian
3938,"Throne of Glass (Throne of Glass, #1)","Fantasy,Young Adult"
3939,How Music Works,Music
3940,The Warmth of Other Suns: the Epic Story of America's Great Migration,History
3941,Kind of Hindu,Religion
3942,Layla,"Paranormal,Thriller"
3943,SPY×FAMILY 10,Manga
3944,"A Shadow in RiverClan (Warriors: Graphic Novels, #1)","Manga,Graphic Novels,Childrens,Comics"
3945,Playing Under the Piano: From Downton to Darkest Peru,Biography
3946,"Love, Theoretically","Contemporary,Romance"
3947,The Ones We Choose,Science
3948,"Herding Cats (Sarah&#39;s Scribbles, #3)",Comics
3949,"The Rough Rider and the Professor: Theodore Roosevelt, Henry Cabot Lodge, and the Friendship that Changed American History",History
3950,Claudia and the New Girl,Art
3951,The Wrong Bridesmaid,Humor
3952,The Witches,Childrens
3953,"Dark of Night (Annie Pederson, #2)",Christian
3954,The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,"History,Memoir"
3955,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,"History,Biography"
3956,The Gift: 12 Lessons to Save Your Life,"Philosophy,Spirituality"
3957,"呪術廻戦 8 (Jujutsu Kaisen, #8)",Manga
3958,Girls and Their Monsters: The Genain Quadruplets and the Making of Madness in America,"Psychology,Biography,Nonfiction,History,Science"
3959,More Than Memories,Music
3960,Panza de burro,LGBT
3961,The Wright Brothers,Biography
3962,"Tell Her Story: How Women Led, Taught, and Ministered in the Early Church",Spirituality
3963,The Sign for Home,Religion
3964,Getting to Yes: Negotiating Agreement Without Giving In,Business
3965,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Science
3966,Le Mage du Kremlin,"History,Biography"
3967,The Beatles Anthology,Music
3968,Nothing But Blackened Teeth,Paranormal
3969,"My Happy Marriage, Vol. 2 (light novel) (My Happy Marriage (novel), 2)","Manga,Graphic Novels"
3970,Romantic Comedy,Contemporary
3971,The Honeymoon,Thriller
3972,Gay Poems for Red States,"Poetry,Memoir"
3973,"Heated Rivalry (Game Changers, #2)",Sports
3974,Our Vengeful Souls,"Fantasy,Young Adult"
3975,The Last Lifeboat,Historical Fiction
3976,Cross Down (Alex Cross #31),"Fiction,Crime,Suspense,Thriller"
3977,"Wonder (Wonder, #1)",Contemporary
3978,"Midnight Sun (The Twilight Saga, #5)","Fantasy,Paranormal"
3979,"Finlay Donovan Jumps the Gun (Finlay Donovan, #3)",Chick Lit
3980,The Singing Trees,Art
3981,Saga #65,"Graphic Novels,LGBT,Comics"
3982,The Ex,"Fiction,Suspense,Thriller"
3983,"Fall of Giants (The Century Trilogy, #1)",Historical Fiction
3984,Genome: the Autobiography of a Species in 23 Chapters,Science
3985,The Didomenico Fragment,Art
3986,The Invention of Essex: The Making of an English County,History
3987,"Cherish (Crave, #6)",Paranormal
3988,"Earthside (Quantum Earth, #2)",Science
3989,Disobedient,"Historical Fiction,Art"
3990,Home Before Dark,"Paranormal,Thriller,Horror"
3991,Heart Cold as Gold (Fae of the Sun and Moon #2),Fantasy
3992,The House in the Pines,Thriller
3993,チェンソーマン 8 [Chainsaw Man 8],Manga
3994,The Second Sight of Zachary Cloudesley,Science Fiction
3995,シャドーハウス 14 [Shadow House 14],Manga
3996,Last Breath (Emma Last #1),Mystery
3997,Old God&#39;s Time,Religion
3998,Rhythms of Renewal: Trading Stress and Anxiety for a Life of Peace and Purpose,Spirituality
3999,"Love on Target (Pink Pistol Sisterhood, #2)",Christian
4000,Physics of the Impossible,Science
4001,I Did It for You,"Thriller,Mystery"
4002,"Red Queen (Red Queen, #1)",Young Adult
4003,The Guest,Contemporary
4004,"A Wrinkle in Time (Time Quintet, #1)","Science Fiction,Childrens"
4005,The High Notes,Music
4006,一ノ瀬家の大罪 2 [Ichinose-ke no Taizai 2],Manga
4007,"Foundation and Empire (Foundation, #2)",Science Fiction
4008,"Spy×Family 7 (SpyxFamily, #7)",Manga
4009,Genghis Khan and the Making of the Modern World,History
4010,"New Moon (The Twilight Saga, #2)","Paranormal,Romance,Young Adult"
4011,"Woven by Gold (Beasts of the Briar, #2)",Fantasy
4012,A Thousand Mornings: Poems,Poetry
4013,鬼滅の刃 19 [Kimetsu no Yaiba 19],Manga
4014,I Fell in Love with Hope,Young Adult
4015,Falling Upward: A Spirituality for the Two Halves of Life,Spirituality
4016,"The Scandal (Single in Seattle, #2)",Humor
4017,"This Present Darkness (Darkness, #1)",Christian
4018,Homer and His Iliad,History
4019,"The Silence of the Lambs  (Hannibal Lecter, #2)","Suspense,Crime,Thriller,Horror"
4020,Anya's Ghost,Graphic Novels
4021,The Tryout: A Graphic Novel,Comics
4022,Trilogía Fuego 2. Ciudades de cenizas,Science Fiction
4023,Play to Win,LGBT
4024,The Martyr&#39;s Tomb (Dawn of Fire #6),Science Fiction
4025,"The Terrible Two&#39;s Last Laugh (The Terrible Two, #4)",Childrens
4026,Blood Over Bright Haven,"Fantasy,Science Fiction,Fiction"
4027,Dirt Creek,LGBT
4028,Rebecca,"Suspense,Classics,Mystery"
4029,"The Way of Kings (The Stormlight Archive, #1)",Fantasy
4030,Salt: A World History,History
4031,Lot 62 (From Nothing #2),Sports
4032,"呪術廻戦 16 (Jujutsu Kaisen, #16)",Manga
4033,Live Wire: Long-Winded Short Stories,Biography
4034,"Assassin's Apprentice (Farseer Trilogy, #1)",Fantasy
4035,Winter&#39;s Web (Winter Black #7),Paranormal
4036,"The Hand on the Wall (Truly Devious, #3)",Young Adult
4037,The Liars' Club,Memoir
4038,A Rover&#39;s Story,Science
4039,Invisible Son,Young Adult
4040,"Royally In Trouble (Royal, #2)",Romance
4041,Me,"Music,Nonfiction,Biography"
4042,Dinosaurs Before Dark  (Magic Tree House Graphic Novel #1),Childrens
4043,I&#39;m Glad My Mom Died,"Memoir,Nonfiction"
4044,The Rise and Fall of Ava Arcana,Music
4045,Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation or How He Became Comfortable Eating Live Squid,Travel
4046,In Cold Blood,"Crime,Nonfiction"
4047,The Girl in Lifeboat Six,Historical Fiction
4048,Caffeine: How Caffeine Created the Modern World,Science
4049,"What’s a Duke Got to Do With It (Synneful Spinsters, #2)",Romance
4050,"Waco: David Koresh, the Branch Davidians, and A Legacy of Rage",Religion
4051,The Soul of a Woman,"Memoir,Nonfiction"
4052,"Tarnished Crown (The Lochlann Feuds, #2)","Fantasy,Romance,Young Adult"
4053,The Cost of Discipleship,Christian
4054,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",Science
4055,The Road,Fiction
4056,Fifth Avenue Glamour Girl,Biography
4057,"City of Ashes (The Mortal Instruments, #2)","Paranormal,Young Adult"
4058,George: A Magpie Memoir,Memoir
4059,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Christian,Biography"
4060,"The Friend Zone (The Friend Zone, #1)","Contemporary,Romance"
4061,Bea Wolf,"Poetry,Comics"
4062,"In the Case of Heartbreak (Fern Falls, #2)","Contemporary,LGBT"
4063,"Eragon (The Inheritance Cycle, #1)",Fantasy
4064,Made for Me (Made For #1),Sports
4065,Cat Kid Comic Club,Art
4066,ONE PIECE 106,"Manga,Young Adult,Graphic Novels"
4067,Be Your Future Self Now: The Science of Intentional Transformation,Business
4068,"Say Anarcha: A Young Woman, a Devious Surgeon, and the Harrowing Birth of Modern Women&#39;s Health","Biography,Nonfiction,History,Memoir,Science"
4069,How to Kill Men and Get Away with It,"Horror,Mystery,Chick Lit"
4070,"Midlife Witch Hunter (Forty Proof, #6)",Humor
4071,Notes on Grief,"Psychology,Memoir"
4072,The Picture of Dorian Gray,"Fiction,Classics,Horror"
4073,"The Redbreast (Harry Hole, #3)",Crime
4074,Someone Who Isn’t Me,"Music,Contemporary"
4075,SPY×FAMILY 11,Graphic Novels
4076,Conversations on Love,"Psychology,Memoir,Self Help"
4077,Many Things Under a Rock: The Mysteries of Octopuses,"History,Nonfiction,Science"
4078,The Letters of Vincent van Gogh,Art
4079,Sister Stardust,"Music,Travel"
4080,"Photographing the Dead (Nameless: Season One, #2)",Horror
4081,Brave the Wild River: The Untold Story of Two Women Who Mapped the Botany of the Grand Canyon,Science
4082,The Complete Poems of Emily Dickinson,Poetry
4083,"Teen Titans: Robin (Teen Titans, #4)",Comics
4084,Darkhearts,"Contemporary,LGBT,Young Adult"
4085,"Defending Honor (Elite Guardians Collection, #3)",Christian
4086,"Lady&#39;s Well (DCI Ryan Mysteries, #20)",Mystery
4087,"Home Made: A Story of Grief, Groceries, Showing Up--and What We Make When We Make Dinner",Cookbooks
4088,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)","Science Fiction,Humor"
4089,Paved Paradise: How Parking Explains the World,Business
4090,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Psychology,Business,Self Help"
4091,"Pack Rivals: Part One (The Rockview Omegaverse, #1)",Paranormal
4092,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Self Help
4093,"A Fever in the Heartland: The Ku Klux Klan&#39;s Plot to Take Over America, and the Woman Who Stopped Them","History,Nonfiction"
4094,Diddly Squat: A Year on the Farm,"Nonfiction,Biography"
4095,Lockwood (Cozy Isekai Craftsman #1),Fantasy
4096,A Christmas Carol,Classics
4097,"Leave the Gun, Take the Cannoli: The Epic Story of the Making of The Godfather",Art
4098,"Random Acts of Medicine: The Hidden Forces That Sway Doctors, Impact Patients, and Shape Our Health","Nonfiction,Science"
4099,The Auschwitz Protocol (The Sikora Files #1),Historical Fiction
4100,Alexander Hamilton,"History,Biography"
4101,Edible Economics: A Hungry Economist Explains the World,Business
4102,All the Bright Places,Contemporary
4103,"Doomsday Match (The Dresden Codex, #1)","Fantasy,Science Fiction,Travel,Horror,Mystery,Fiction"
4104,終わりのセラフ 30 [Owari no Seraph 30],Manga
4105,An American Beauty,Historical Fiction
4106,Cold Enough for Snow,Travel
4107,"Capture the Sun (Starlight&#39;s Shadow, #3)",Science Fiction
4108,Lies about Black People: How to Combat Racist Stereotypes and Why It Matters,Nonfiction
4109,The 9th Man (Luke Daniels #1),"Mystery,Historical Fiction"
4110,Sinners of Starlight City,Historical Fiction
4111,"Rifts &amp; Refrains (Hush Note, #2)",Music
4112,In Love: A Memoir of Love and Loss,"Memoir,Nonfiction"
4113,Why Has Nobody Told Me This Before?,"Psychology,Self Help"
4114,Clara Poole and the Long Way Round,Childrens
4115,"Good as Gold (Giltmaker, #1)",Humor
4116,The Silver Palate Cookbook,Cookbooks
4117,Assuming Names: A Con Artist's Masquerade,"Suspense,Crime"
4118,Project Hail Mary,Science Fiction
4119,"The Praying Mantis Bride (Nameless: Season One, #3)",Horror
4120,"A Game of Thrones (A Song of Ice and Fire, #1)","Fantasy,Fiction"
4121,Called (The Grey Gates #2),"Fantasy,Paranormal"
4122,Rain Rising,Poetry
4123,Molly&#39;s Tuxedo,Childrens
4124,The Cypress Maze,"Fiction,Historical Fiction"
4125,We Do What We Do in the Dark,LGBT
4126,"Cypher: Lord of the Fallen (Warhammer 40,000)",Science Fiction
4127,Changer: méthode,LGBT
4128,"彼女が公爵邸に行った理由 4 (Why Raeliana Ended Up at the Duke&#39;s Mansion, Vol. 4)",Comics
4129,Autobiography,Music
4130,"A World of Curiosities (Chief Inspector Armand Gamache, #18)",Suspense
4131,Brown Girl Dreaming,Poetry
4132,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Romance
4133,The Story of Art,Art
4134,Just my Puck: A Why Choose Hockey Romance Duet (Coe Bay Titans Book 1),Sports
4135,"Plays Well With Others (How to Date, #2)","Sports,Contemporary,Romance,Chick Lit"
4136,We Are the Luckiest: The Surprising Magic of a Sober Life,Spirituality
4137,The History of a Difficult Child,Religion
4138,The Big Dark Sky,"Horror,Science Fiction"
4139,Did I Ever Tell You This?,Nonfiction
4140,"Spider-Man, Vol. 1: End of the Spider-Verse",Comics
4141,Surprised by Joy: The Shape of My Early Life,Christian
4142,The Rain: A Novel,Science Fiction
4143,Mastering the Art of French Cooking,Cookbooks
4144,"The Captain (The Last Horizon, #1)",Science Fiction
4145,Cutting Teeth,"Horror,Mystery,Suspense,Fiction,Thriller"
4146,"Club Dead (Sookie Stackhouse, #3)",Paranormal
4147,Goodbye Earl,"Fiction,Thriller,Mystery,Chick Lit"
4148,Look Back,Manga
4149,Every Day: The Graphic Novel,"Graphic Novels,Comics"
4150,"Truly, Devious (Truly Devious, #1)",Mystery
4151,Wrong For You,Humor
4152,The Magnolia Palace,Art
4153,Everyone Wants to Know,"Contemporary,Young Adult"
4154,"Forever Goals (Rixon High, #6)",Sports
4155,"Animal, Vegetable, Junk: A History of Food, from Sustainable to Suicidal",Cookbooks
4156,A Fatal Affair,"Fiction,Crime,Contemporary,Suspense"
4157,Unnatural Ends,"Suspense,Crime"
4158,Mrs. S,LGBT
4159,Hello Girls,Travel
4160,"Sleepless City (Nick Ryan, #1)","Thriller,Mystery"
4161,Save What&#39;s Left,"Fiction,Humor,Romance,Chick Lit"
4162,Letter to a Christian Nation,Religion
4163,The Salt Grows Heavy,"Horror,LGBT"
4164,Falling Again,Young Adult
4165,Testimony: Inside the Evangelical Movement That Failed a Generation,"Religion,Spirituality,Christian,Biography"
4166,"Fractal Noise (Fractalverse, #0.5)",Science Fiction
4167,"Kill Joy (A Good Girl&#39;s Guide to Murder, #0.5)","Fiction,Thriller"
4168,The Killer&#39;s Wife,"Suspense,Thriller,Mystery"
4169,Malibu Rising,"Contemporary,Romance,Historical Fiction"
4170,Swamp Story,Humor
4171,"Light Bringer (Red Rising Saga, #6)",Fiction
4172,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Cookbooks
4173,Make Time: How to Focus on What Matters Every Day,"Psychology,Business,Self Help"
4174,"What If It's Us (What If It's Us, #1)",LGBT
4175,The Ocean Above Me,Thriller
4176,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Art
4177,They Never Learn,Horror
4178,Attachments,Chick Lit
4179,Venus in the Blind Spot,Manga
4180,Ten Arguments For Deleting Your Social Media Accounts Right Now,Business
4181,El mapa de los anhelos,Young Adult
4182,"The Gatekeeper (Dez Limerick, #1)",Business
4183,"Before I Let Go (Skyland, #1)",Chick Lit
4184,"Grow Food for Free: No Cost, Low Effort, High Yield",Cookbooks
4185,"The White Queen (The Plantagenet and Tudor Novels, #2)",Historical Fiction
4186,The Best Summer of Our Lives,Christian
4187,Midnight,Crime
4188,Vegetarian Cooking for Everyone,Cookbooks
4189,Snow Crash,Science Fiction
